Title,Named-entity,Frequency
United States of America,date 1993,1
United States of America,columbia university press,1
United States of America,27,7
United States of America,28,8
United States of America,americans united states,2
United States of America,mesa,1
United States of America,national park cliff,1
United States of America,jpg thumb,17
United States of America,1190 1260,1
United States of America,north america,8
United States of America,erlandson rick,1
United States of America,2011,12
United States of America,55,3
United States of America,2013,16
United States of America,219,2
United States of America,11 000,1
United States of America,1122 1126,2
United States of America,2015,11
United States of America,173,1
United States of America,185,3
United States of America,athabaskan,1
United States of America,gelo 2018,1
United States of America,79 80,1
United States of America,315,3
United States of America,martinez,2
United States of America,2016,18
United States of America,century,1
United States of America,390,1
United States of America,fifteenth century,1
United States of America,ref dean,1
United States of America,blackwell publishers ltd year 1994,1
United States of America,978 1 55786,1
United States of America,16 2010,1
United States of America,ref prominent atlantic coast,1
United States of America,2000,3
United States of America,12,18
United States of America,douglas h,1
United States of America,smithsonian institution,2
United States of America,92 916,1
United States of America,south atlantic,1
United States of America,473,1
United States of America,616 gulf states,1
United States of America,34,2
United States of America,henry f dobyns,1
United States of America,1 1 million,1
United States of America,gulf mexico,2
United States of America,2 2 million,1
United States of America,florida,7
United States of America,massachusetts,3
United States of America,5 2 million mississippi valley,1
United States of America,700 000,1
United States of America,european continental united states,1
United States of America,conquistador s juan ponce de le,1
United States of America,1513,1
United States of America,columbus,1
United States of America,columbus s,1
United States of America,1493,1
United States of America,san juan,2
United States of America,spanish decade later,1
United States of America,2008,9
United States of America,year 2008,4
United States of America,university virginia press isbn,2
United States of America,mexico st,1
United States of America,nation s old city ref,1
United States of America,jamestown st augustine url,1
United States of America,2015 02,1
United States of America,28 389682893,1
United States of America,jamestown st augustine access,1
United States of America,npr language en ref santa fe,1
United States of America,france,5
United States of America,new orleans,1
United States of America,year 2007,11
United States of America,lexington,1
United States of America,7,9
United States of America,125,1
United States of America,eastern coast north america,1
United States of America,virginia virginia,1
United States of America,1607,1
United States of America,jamestown,1
United States of America,virginia jamestown pilgrim,1
United States of America,1620,1
United States of America,james e seelye jr author2,1
United States of America,shawn,1
United States of America,93,2
United States of America,abc,13
United States of America,978 1 4408,3
United States of America,344,2
United States of America,robert neelly bellah,1
United States of America,richard madsen,1
United States of America,william m sullivan,1
United States of America,ann swidler,1
United States of America,tipton title habit,1
United States of America,year 1985,1
United States of America,university california press isbn,3
United States of America,220 ol,1
United States of America,virginia s house,1
United States of America,1619,1
United States of America,connecticut,3
United States of America,harvard,1
United States of America,2 3,2
United States of America,johnson26 30,1
United States of America,1997,3
United States of America,1784,1
United States of America,russians,2
United States of America,russian,3
United States of America,alaska ref,1
United States of America,american tv,1
United States of America,february 21 2021,1
United States of America,1492 1650 date 1998,1
United States of America,978,26
United States of America,david title,2
United States of America,los angeles,8
United States of America,20160505,1
United States of America,2019,26
United States of America,1993,2
United States of America,measle ref https,1
United States of America,20160208032805,1
United States of America,arthur,1
United States of America,conrado rodr guez mart,1
United States of America,cambridge university press p,1
United States of America,55203,1
United States of America,ref ref bianchine bianchine,1
United States of America,1992,1
United States of America,225,2
United States of America,232 ref,1
United States of America,early day,1
United States of America,native americans,12
United States of America,2008 p 6,1
United States of America,ref ripper2008,2
United States of America,590,1
United States of America,1775,2
United States of America,seaboard european,1
United States of America,african,5
United States of America,1440,1
United States of America,1870,1
United States of America,schuster year 1997,1
United States of America,684,1
United States of America,516 516,1
United States of America,516,1
United States of America,tadman tadman 2000 p 1534,1
United States of America,484,1
United States of America,lien lien,1
United States of America,quirk2011,1
United States of America,rhode island,2
United States of America,providence,1
United States of America,rhode island province,1
United States of America,new york province,1
United States of America,new jersey,1
United States of America,pennsylvania,4
United States of America,delaware,1
United States of America,maryland,3
United States of America,virginia province,1
United States of America,north carolina,1
United States of America,carolina province,2
United States of America,south carolina,1
United States of America,georgia,6
United States of America,terry d author2,1
United States of America,elliott alan,1
United States of America,wood gordon s title,1
United States of America,1776 1787,1
United States of America,year 1998,2
United States of America,unc,1
United States of America,263,1
United States of America,ref walton walton,1
United States of America,38,4
United States of America,39,1
United States of America,1730 1740,1
United States of America,american freedom date 1998,1
United States of America,american freedom ref,1
United States of America,seven year war 1756,1
United States of America,u s french indian war british force capture canada,1
United States of America,1791,2
United States of America,quebec canada s,1
United States of America,2 1 nbsp million,1
United States of America,1770,2
United States of America,walton walton,2
United States of America,35,3
United States of America,royal authority ref,1
United States of America,52678,1
United States of America,year 1763,1
United States of America,9780665526787,1
United States of America,congress continental,1
United States of America,1776 1800,1
United States of America,continental congress assembly,1
United States of America,adopt united states,1
United States of America,july,3
United States of America,1776 day,1
United States of America,1789,2
United States of America,fabian,1
United States of America,gary b author3,1
United States of America,raphael ray,1
United States of America,radical reformer,1
United States of America,year 2011,6
United States of America,4 7,1
United States of America,1781,2
United States of America,paris 1783,1
United States of America,mississippi,2
United States of America,1812,1
United States of America,eugene m,1
United States of America,title america war 1812,1
United States of America,year 1999,3
United States of America,978 1 56072,1
United States of America,78,1
United States of America,1787,1
United States of America,write united states,1
United States of America,1788,1
United States of America,continental army,1
United States of America,constitution united,1
United States of America,192 193,1
United States of America,u s territorial acquisition,1
United States of America,1 4,2
United States of America,1783 1917,1
United States of America,1807 1820,1
United States of America,francis d title,1
United States of America,thomas jefferson reputation,1
United States of America,1f,1
United States of America,43,1
United States of America,ref ref gordon gordon 2004,1
United States of America,27 29,1
United States of America,1840,1
United States of America,million,6
United States of America,evangelical,2
United States of America,abolitionism united states,1
United States of America,47 date 2012,1
United States of America,47,1
United States of America,commonwealth,1
United States of America,virginia 1607,1
United States of America,197,1
United States of America,westward ref,1
United States of America,978 1 85109,3
United States of America,238,1
United States of America,american frontier url,1
United States of America,22 year 2001,1
United States of America,1981,1
United States of America,22 ref 1803,1
United States of America,louisiana,3
United States of America,jeff,1
United States of America,pdf access date,1
United States of America,adam s,1
United States of America,florida gulf coast,1
United States of America,1819,1
United States of America,klosejones1994,1
United States of America,robert f,1
United States of America,1877,3
United States of America,150 year 1994,1
United States of America,9,13
United States of America,150 150 ref republic,1
United States of America,texas texas annexation,1
United States of America,1845,1
United States of America,morrison1999,1
United States of America,morrison michael title,1
United States of America,west eclipse,1
United States of America,pa13,1
United States of America,april 28 1997,1
United States of America,university north carolina press,1
United States of America,13 21,1
United States of America,oregon,3
United States of America,u s control,1
United States of America,northwestern united states,1
United States of America,northwest ref,1
United States of America,kemp2010,1
United States of America,roger l title,1
United States of America,180,2
United States of America,october 25 2015,16
United States of America,mexican american war,1
United States of America,california,17
United States of America,southwestern united states,1
United States of America,u s span,1
United States of America,thomas f author2,1
United States of America,edward k title north america,1
United States of America,61 year 2001,1
United States of America,1849,1
United States of America,rawls1999,1
United States of America,1999,2
United States of America,nearly 10,1
United States of America,american empire era,1
United States of America,princeton princeton university,1
United States of America,indiana university press,1
United States of America,275,1
United States of America,1900s,1
United States of America,willard glazier,1
United States of America,1890 14576100410,1
United States of America,july 1 3,1
United States of America,africans african,1
United States of America,atlas american,1
United States of America,pa76 year 2004,1
United States of America,978 1 4381,1
United States of America,2001,6
United States of America,53 ref 1860,1
United States of America,1860,2
United States of America,republican party united states,2
United States of America,republican,4
United States of America,patrick karl title atlas world,1
United States of America,date 2002,2
United States of America,184 edition,1
United States of America,approximately 620 000,1
United States of America,maris,1
United States of America,1990,5
United States of America,american civil,1
United States of America,university press location,1
United States of America,1863,1
United States of America,lincoln,4
United States of America,april 1865,1
United States of America,south require,1
United States of America,thirteenth,1
United States of America,labor united states,1
United States of America,1865,2
United States of America,republicans,2
United States of America,democrats,6
United States of America,1876,3
United States of America,nadir american,1
United States of America,1890 1910,1
United States of America,davis,1
United States of America,mid 19th century,2
United States of America,year 1993,1
United States of America,masterslordsmid10000bowm,1
United States of America,221 221,1
United States of America,lynch united states,1
United States of America,lynch ref,1
United States of America,s west,1
United States of America,american west,1
United States of America,university press colorado,1
United States of America,256,2
United States of America,u s ref pricebenton,1
United States of America,marie price,1
United States of America,lisa benton,1
United States of America,metropolis,1
United States of America,51,1
United States of America,europe,12
United States of America,john powell,1
United States of America,year 2009,4
United States of America,74,2
United States of America,351,1
United States of America,385,1
United States of America,west mississippi,1
United States of America,1810 1890,1
United States of America,1850,1
United States of America,date 2003,2
United States of America,1830s,1
United States of America,18151860,2
United States of America,houghton mifflin,1
United States of America,23 2014,1
United States of America,20150622040840,1
United States of America,1867,2
United States of America,1866 1898,2
United States of America,u s department state,3
United States of America,23 2014 ref 1893,1
United States of America,u s newland resolution,1
United States of America,1898,1
United States of America,philippines,6
United States of America,american war ref,1
United States of America,american war 1898,1
United States of America,24 2014,9
United States of America,1900 end,1
United States of America,1975,1
United States of America,1917,1
United States of America,late 19th early 20th century,1
United States of America,john d rockefeller,1
United States of America,1850 1970,1
United States of America,400 405 edition,1
United States of America,1961,2
United States of America,321,1
United States of America,357,1
United States of America,great united states,1
United States of America,1945 1960,1
United States of America,ref ref james,1
United States of America,1900 1920,1
United States of America,1963,2
United States of America,ref george,1
United States of America,twenty,2
United States of America,quarterly,3
United States of America,62,1
United States of America,92 106,1
United States of America,world war great depression world war ii world war great depression world war ii,1
United States of America,nara,2
United States of America,68145756,1
United States of America,1931,1
United States of America,1940,3
United States of America,manhattan united states,1
United States of America,world war,8
United States of America,1914 1917,1
United States of America,1919,3
United States of America,u s join league nation senate,1
United States of America,piggrem gary,1
United States of America,research education association,1
United States of America,418,1
United States of America,s suffrage ref,1
United States of America,year 1996,4
United States of America,chapmann catt,1
United States of America,1920,2
United States of America,catt,1
United States of America,half twentieth century,1
United States of America,american woman ref,1
United States of America,1920s 1930,1
United States of America,410,1
United States of America,1929,2
United States of America,1932,1
United States of America,franklin d roosevelt,1
United States of America,boston year 2007,1
United States of America,african american,5
United States of America,million african americans american,1
United States of America,1960,6
United States of America,6 year 1991,1
United States of America,mid 1930,1
United States of America,october 5 2014,2
United States of America,april 6 1997,1
United States of America,edit1,1
United States of America,u s marines,1
United States of America,u s flag,1
United States of America,world war ii world war,1
United States of America,ii united,2
United States of America,march 1941,1
United States of America,december,1
United States of America,7 1941,1
United States of America,japan,10
United States of America,japanese americans,1
United States of America,120 000,3
United States of America,1946,3
United States of America,282,1
United States of America,8,4
United States of America,u s army,2
United States of America,japanese,4
United States of America,world war ii,6
United States of America,14 2015,2
United States of America,20141213122046,1
United States of America,13 2014,4
United States of America,u s nonetheless,1
United States of America,1939 1951,1
United States of America,2014 04,1
United States of America,april 4 2016,1
United States of America,1943 1945,1
United States of America,21 2014,1
United States of America,china,17
United States of America,1972,3
United States of America,400,2
United States of America,natsec rl32492,1
United States of America,pdf title,2
United States of America,american war military,1
United States of America,mari jana,1
United States of America,february 18 2011,1
United States of America,ref kennedy,1
United States of America,1989,2
United States of America,358,1
United States of America,679,1
United States of America,72019 5,1
United States of America,europe day,1
United States of America,europe 1945,1
United States of America,united nations conference international organization international,1
United States of America,san francisco,1
United States of America,united nations,8
United States of America,2001 2009,1
United States of America,55407,1
United States of America,august 1941 october 1945 date october 2005,1
United States of America,u s dept state bureau public affair office historian,1
United States of America,leyte gulf ref woodward1947,1
United States of America,vann,1
United States of America,vann woodward,1
United States of America,year 1947,1
United States of America,macmillan location new york,1
United States of America,9 ref ref,1
United States of America,7 2015,1
United States of America,manhattan,4
United States of America,hiroshima,2
United States of America,nagasaki city,1
United States of America,august 1945,1
United States of America,september 2 end world war ii,1
United States of America,2016 08,1
United States of America,japan times newspaper,1
United States of America,japan times access,1
United States of America,en ref ref pacific war,1
United States of America,late 20th century,2
United States of America,1945 1964,1
United States of America,1964 1980,1
United States of America,1980 1991,1
United States of America,1991 2008,1
United States of America,waggandrews2012,1
United States of America,year 2012,2
United States of America,u s nato,1
United States of America,warsaw,1
United States of America,u s soviet union,1
United States of America,ref united,2
United States of America,soviet,4
United States of America,ref blakeley,2
United States of America,pa92,1
United States of America,chinese,6
United States of America,north korea,3
United States of America,1950 1953,1
United States of America,1957,1
United States of America,1969,1
United States of America,michael author,1
United States of America,michael collins,1
United States of America,year 1988,1
United States of America,9780802110114,1
United States of America,1955 1975,1
United States of America,1965,2
United States of America,jessica,1
United States of America,vietnam war,1
United States of America,10 1093 acrefore,2
United States of America,353,2
United States of America,u s experience post world war ii,1
United States of America,1970,3
United States of America,1985,2
United States of America,age 16,1
United States of America,u s bureau,1
United States of America,2014,17
United States of America,11 year 2013,1
United States of America,305,1
United States of America,pdf,11
United States of America,19 2015,2
United States of America,1959,1
United States of America,contiguous united states,2
United States of America,50th,1
United States of America,richard lightner,1
United States of America,year 2004,8
United States of America,28233,1
United States of America,141,1
United States of America,martin luther king jr prominent,1
United States of America,4b,1
United States of America,1968,3
United States of America,https archive,1
United States of America,169 169,1
United States of America,169,1
United States of America,97,1
United States of America,1964,1
United States of America,united states department justice,1
United States of America,johnson archive,2
United States of America,651003,2
United States of America,20160516063650,1
United States of America,https www lbjlib utexas edu,1
United States of America,16 2016,2
United States of America,vietnam,2
United States of America,5106608,1
United States of America,medicaid program,1
United States of America,ref file,2
United States of America,ronald reagan,4
United States of America,mikhail gorbachev,2
United States of America,switzerland,1
United States of America,1985 1970 early 1980,1
United States of America,opec,1
United States of America,1973,3
United States of America,ref soss,1
United States of America,277,1
United States of America,1985 91,1
United States of America,reagan,3
United States of America,u s soviet,1
United States of America,1985 1988 year 2006,1
United States of America,texas,3
United States of America,352,1
United States of America,kissinger henry,1
United States of America,henry kissinger,1
United States of America,781,1
United States of America,784,2
United States of America,james title,2
United States of America,432 br ref ref haye,1
United States of America,70 1 winter 1990,1
United States of America,year 2005,9
United States of America,richard,1
United States of America,year 2001,1
United States of America,57 57,1
United States of America,pa179,1
United States of America,taiwan,6
United States of America,taiwan strait,1
United States of America,university press america,1
United States of America,179,1
United States of America,pa313,1
United States of America,313,2
United States of America,1990 ba,1
United States of America,iraq,11
United States of America,george h w bush,1
United States of America,february 1991,1
United States of America,iraqi,1
United States of America,title persian gulf,1
United States of America,dia britannica inc url https,1
United States of America,persian gulf,1
United States of America,u s military,2
United States of America,420 423,1
United States of America,1990s,1
United States of America,u s history ref,1
United States of America,clinton,1
United States of America,dale reginald url,1
United States of America,18,5
United States of America,18iht,1
United States of America,new york times,8
United States of America,february 18 2000,1
United States of America,6 2013,3
United States of America,559,1
United States of America,1994,3
United States of America,u s canada mexico soar ref,1
United States of America,nafta united states,1
United States of America,https www ustr,1
United States of America,20130317011855,1
United States of America,year 1997,3
United States of America,tata mcgraw hill,1
United States of America,334 335,1
United States of America,201 ref 21st century,1
United States of America,september 11,6
United States of America,19,10
United States of America,9 11,5
United States of America,1973 2001,2
United States of America,islamic,3
United States of America,al qaeda,1
United States of America,september 11 attack,1
United States of America,pentagon,2
United States of America,september 9 2011,1
United States of America,911 happen access,1
United States of America,sept 11,1
United States of America,11 year,1
United States of America,8301,3
United States of America,11 year later,2
United States of America,cbs news,1
United States of America,6 2013 archive,1
United States of America,october 17 2013,1
United States of America,20131017215138,1
United States of America,cnn,10
United States of America,hundred,3
United States of America,thousand,1
United States of America,tara,1
United States of America,george w bush,2
United States of America,nearly 20 year,1
United States of America,afghanistan,1
United States of America,iraq war,1
United States of America,walsh kenneth,1
United States of America,george w bushs,1
United States of America,u s news world report,1
United States of America,978 1 59884,1
United States of America,872,1
United States of America,ref ref cite news title,1
United States of America,wong edward url https,1
United States of America,johnson james turner title,1
United States of America,saddam hussein,1
United States of America,159,1
United States of America,durando jessica,1
United States of America,green shannon,1
United States of America,2011 12,2
United States of America,today date december,1
United States of America,7 2013 archive,1
United States of America,20200904084312,1
United States of America,pakistan,1
United States of America,osama bin laden,2
United States of America,1 2011,1
United States of America,2011 05,2
United States of America,bin laden,2
United States of America,year 2015,2
United States of America,978 1,4
United States of America,federal reserve ref,1
United States of America,taylor john,1
United States of America,taylor,5
United States of America,pdf journal,2
United States of America,january 2009,1
United States of America,2006,4
United States of America,wall street journal,2
United States of America,quarter,1
United States of America,journal,2
United States of America,altman roger,1
United States of America,article united states,3
United States of America,01,2
United States of America,20081223095528,1
United States of America,multiracial american multiracial ref cite news,1
United States of America,96916824,1
United States of America,november 12 2008,1
United States of America,article 3584442,1
United States of America,10 2011,4
United States of America,20130616183529,1
United States of America,2011 07,1
United States of America,10,8
United States of America,donald trump,2
United States of America,45th,1
United States of America,11e6,1
United States of America,december 2021,1
United States of America,900 000,1
United States of America,en ref,1
United States of America,democrat,4
United States of America,white house,6
United States of America,fd58df73aa677acb74fce2a69adb71f9,1
United States of America,20 2021,1
United States of America,capitol attack,1
United States of America,capitol unsuccessful effort,1
United States of America,npr access,1
United States of America,16 2021,1
United States of America,1 4 k,1
United States of America,48,2
United States of America,district columbia,4
United States of America,885,1
United States of America,064,1
United States of America,83 65,1
United States of America,u s land area ref,1
United States of America,cia,16
United States of America,279,2
United States of America,20200707180005,1
United States of America,ref ref,6
United States of America,u s census bureau,5
United States of America,u s census bureau website,1
United States of America,u s department commerce access,1
United States of America,september 11 2017,1
United States of America,ref hawaii occupy,1
United States of America,archipelago central pacific ocean pacific southwest north america,1
United States of America,10931,1
United States of America,9185,1
United States of America,2 1,1
United States of America,41,1
United States of America,18 2015,5
United States of America,canada,8
United States of America,2147,2
United States of America,20140131115000,1
United States of America,india,3
United States of America,00,1
United States of America,cia world factbook ref,1
United States of America,2a,1
United States of America,https www britannica,2
United States of America,616563,2
United States of America,20131219194413,1
United States of America,31 2010,1
United States of America,britannica ref largestcountry,1
United States of America,ref atlantic coastal plain,1
United States of America,atlantic ocean,2
United States of America,piedmont ref,1
United States of America,georgia url https,1
United States of America,galileo,1
United States of America,usg,1
United States of America,appalachian mountain divide,1
United States of America,midwest ref,1
United States of America,20160409112252,1
United States of America,april 9 2016,1
United States of America,220,1
United States of America,north arizona university access,1
United States of America,ref mississippi river,1
United States of America,missouri,2
United States of America,world s,1
United States of America,u s interior highland,1
United States of America,165872763,1
United States of America,canyon northern,1
United States of America,arizona,1
United States of America,14000,2
United States of America,ft colorado ref,1
United States of America,11967,1
United States of America,great basin desert chihuahuan desert chihuahua,1
United States of America,desert mojave,1
United States of America,great basin url,1
United States of America,242919,1
United States of America,nevada u s sierra nevada cascade,1
United States of America,united states pacific coast,1
United States of America,united state,1
United States of America,2829,1
United States of America,84 mi km,1
United States of America,36,2
United States of America,34 43,1
United States of America,fcc,3
United States of America,fcc bin distance,1
United States of America,116,2
United States of America,33,1
United States of America,34 slat2 43,1
United States of America,20310,1
United States of America,august 28 2013,1
United States of America,39245,1
United States of America,2 2015,2
United States of America,alexander aleutian,1
United States of America,national park,1
United States of America,larry title america,1
United States of America,14 2005,2
United States of America,20050314034001,1
United States of America,april 5 2016,1
United States of America,100th meridian west,1
United States of America,100th meridian,1
United States of America,21570,1
United States of America,mediterranean,2
United States of America,caribbean pacific ref,1
United States of America,ac pdf kottek,1
United States of America,al 2006,1
United States of America,august 19 2015,1
United States of America,ref state,3
United States of America,midwest,1
United States of America,20070701131631,1
United States of America,title tornado alley usa access,1
United States of America,11 2002,1
United States of America,web title usa world s extreme weather url https,1
United States of America,16,5
United States of America,17 2020,4
United States of America,flora united states,1
United States of America,eagle,2
United States of America,eagle national,1
United States of America,1782,1
United States of America,mcdougall2004,1
United States of America,animal united states,1
United States of America,pa325 year 2004,1
United States of America,325,1
United States of America,17,6
United States of America,17 000,1
United States of America,1 800,1
United States of America,pdf archive url https,2
United States of America,20130724222726,1
United States of America,october 27 2008,1
United States of America,428,1
United States of America,311,2
United States of America,295,1
United States of America,15 2015,5
United States of America,91 000,1
United States of America,htm,2
United States of America,8 2015,1
United States of America,2012 08,3
United States of America,august 23 2012,1
United States of America,western united states,3
United States of America,31,2
United States of America,47224,1
United States of America,18 2020,1
United States of America,0 86,1
United States of America,r42346 pdf,1
United States of America,chapter 6,1
United States of America,20150318005744,1
United States of America,u s department,3
United States of America,atlas united states,2
United States of America,20090507195541,1
United States of America,7 2009,2
United States of America,1952 1997,1
United States of America,2050 year 2003,1
United States of America,ref daynes dayne,1
United States of America,ref ref hay,1
United States of America,1945,1
United States of America,ref prominent environmental,1
United States of America,united states environmental protection agency environmental protection,1
United States of America,epa,2
