Title,Named-entity,Frequency
Vladimir Putin,alina kabaeva ref bi181207 ref,1
Vladimir Putin,moscow,103
Vladimir Putin,vladimir spiridonovich putin,1
Vladimir Putin,maria ivanovna putina,1
Vladimir Putin,kgb,27
Vladimir Putin,russian armed forces supreme,1
Vladimir Putin,second,24
Vladimir Putin,syrian civil war syrian civil war,1
Vladimir Putin,2012,22
Vladimir Putin,2000 2008,1
Vladimir Putin,20,7
Vladimir Putin,reuters,20
Vladimir Putin,date 9,1
Vladimir Putin,31 december 1999,3
Vladimir Putin,1999 2000,4
Vladimir Putin,european,3
Vladimir Putin,16 year,1
Vladimir Putin,1991,4
Vladimir Putin,1996,4
Vladimir Putin,yeltsin putin,1
Vladimir Putin,2004 russian,2
Vladimir Putin,2004,6
Vladimir Putin,2008 2012,1
Vladimir Putin,2018,50
Vladimir Putin,2018 april 2021,1
Vladimir Putin,2020,50
Vladimir Putin,2036,4
Vladimir Putin,2,17
Vladimir Putin,alexandra odynova,1
Vladimir Putin,april 2021,1
Vladimir Putin,cbs news ref ref,1
Vladimir Putin,05,6
Vladimir Putin,7092738002,1
Vladimir Putin,today,24
Vladimir Putin,seven percent,1
Vladimir Putin,ref,35
Vladimir Putin,18,15
Vladimir Putin,new york,32
Vladimir Putin,february 2020,1
Vladimir Putin,2000s,2
Vladimir Putin,2007,71
Vladimir Putin,chapter 9,2
Vladimir Putin,article russia,4
Vladimir Putin,13,5
Vladimir Putin,january 2013,5
Vladimir Putin,1990s,1
Vladimir Putin,24362626,1
Vladimir Putin,putin,16
Vladimir Putin,90s,1
Vladimir Putin,medvedev oversee,1
Vladimir Putin,2008 russian,1
Vladimir Putin,georgia,7
Vladimir Putin,2014 2016,2
Vladimir Putin,2017,27
Vladimir Putin,syria,31
Vladimir Putin,jihadist group ref,2
Vladimir Putin,150930133155190,1
Vladimir Putin,al jazeera access,2
Vladimir Putin,19,18
Vladimir Putin,2022 russian,4
Vladimir Putin,russian ukraine russian,1
Vladimir Putin,2022,37
Vladimir Putin,24,15
Vladimir Putin,europe,87
Vladimir Putin,putin s,48
Vladimir Putin,february 2022,46
Vladimir Putin,putin putin s leadership,1
Vladimir Putin,democratic,4
Vladimir Putin,https press princeton edu,1
Vladimir Putin,9780691212463,2
Vladimir Putin,strongman title weak strongman,1
Vladimir Putin,princeton university press,1
Vladimir Putin,year 2021,1
Vladimir Putin,ref putin,18
Vladimir Putin,jpg thumb,8
Vladimir Putin,year,8
Vladimir Putin,july 1958,1
Vladimir Putin,230,3
Vladimir Putin,vladimir spiridonovich,3
Vladimir Putin,putin jpg caption1 putin s,1
Vladimir Putin,jpg caption2 putin,1
Vladimir Putin,maria ivanovna shelomova putin,1
Vladimir Putin,october 1952,1
Vladimir Putin,sfsr soviet union,1
Vladimir Putin,st petersburg,6
Vladimir Putin,leningrad htm,1
Vladimir Putin,matt rosenberg,1
Vladimir Putin,2016,28
Vladimir Putin,14,17
Vladimir Putin,31 july 2015,2
Vladimir Putin,20100514164020,1
Vladimir Putin,14 2010,1
Vladimir Putin,1911 1999,1
Vladimir Putin,1911 1998,1
Vladimir Putin,cook vladimir lenin,1
Vladimir Putin,joseph stalin ref cite news,1
Vladimir Putin,cook stalin lenin url https,1
Vladimir Putin,cook stalin lenin idinkcn1gn0p7,1
Vladimir Putin,ref ref,10
Vladimir Putin,sebestyen victor,1
Vladimir Putin,london,18
Vladimir Putin,422,1
Vladimir Putin,ref putin s birth,1
Vladimir Putin,albert bear,1
Vladimir Putin,1930,1
Vladimir Putin,1940,1
Vladimir Putin,1942,2
Vladimir Putin,leningrad nazi germany s force world war ii,1
Vladimir Putin,january 2012,2
Vladimir Putin,2012 01,1
Vladimir Putin,ceremony html,1
Vladimir Putin,27,11
Vladimir Putin,uk putin,1
Vladimir Putin,leningrad,4
Vladimir Putin,syrian,15
Vladimir Putin,1585531,1
Vladimir Putin,october 2016,2
Vladimir Putin,ref putin s mother,1
Vladimir Putin,soviet,38
Vladimir Putin,early 1930,1
Vladimir Putin,world war ii,6
Vladimir Putin,andrei kolesnikov,1
Vladimir Putin,year 2000,1
Vladimir Putin,208,3
Vladimir Putin,9,6
Vladimir Putin,ref ref https,5
Vladimir Putin,new york times,3
Vladimir Putin,2000,10
Vladimir Putin,ref ref https article latime,1
Vladimir Putin,10446 2,1
Vladimir Putin,20160304130141,1
Vladimir Putin,10446 2 date 4,1
Vladimir Putin,los angeles,4
Vladimir Putin,19 march 2000,1
Vladimir Putin,p3,3
Vladimir Putin,2008 p 3,1
Vladimir Putin,casualty soviet union,1
Vladimir Putin,german,13
Vladimir Putin,1941,1
Vladimir Putin,eastern world war ii,1
Vladimir Putin,richard putin,3
Vladimir Putin,september 1960,1
Vladimir Putin,193,1
Vladimir Putin,approximately 45,1
Vladimir Putin,vladimir lenin union,1
Vladimir Putin,age 12,1
Vladimir Putin,2637,1
Vladimir Putin,24 september 2011,2
Vladimir Putin,karl marx,1
Vladimir Putin,1,17
Vladimir Putin,40,3
Vladimir Putin,281,1
Vladimir Putin,ref cite news,2
Vladimir Putin,1 582099,2
Vladimir Putin,putin s german,1
Vladimir Putin,26,16
Vladimir Putin,16 april 2016,1
Vladimir Putin,20151119182033,1
Vladimir Putin,1970,1
Vladimir Putin,1975,2
Vladimir Putin,putin htm,2
Vladimir Putin,washington post ref thesis,1
Vladimir Putin,ref lynch,1
Vladimir Putin,allen https,1
Vladimir Putin,15,17
Vladimir Putin,august 1991,1
Vladimir Putin,6,9
Vladimir Putin,20090630150907,1
Vladimir Putin,30 june 2009,1
Vladimir Putin,paris,2
Vladimir Putin,france,5
Vladimir Putin,vladimir script title,1
Vladimir Putin,2010,8
Vladimir Putin,60 year 2010,1
Vladimir Putin,132 139,1
Vladimir Putin,vlast2010,1
Vladimir Putin,valdimir putin,1
Vladimir Putin,401st kgb school,1
Vladimir Putin,leningrad ref stp ref,2
Vladimir Putin,6cxzv1qizu8,1
Vladimir Putin,15s,1
Vladimir Putin,20211211,2
Vladimir Putin,1983 date,1
Vladimir Putin,june 1983,1
Vladimir Putin,2008,13
Vladimir Putin,8 9,1
Vladimir Putin,david hoffman,1
Vladimir Putin,washington post,10
Vladimir Putin,yuri andropov,2
Vladimir Putin,banner institute ref hutchins2012,1
Vladimir Putin,chris,1
Vladimir Putin,year 2012,3
Vladimir Putin,0,7
Vladimir Putin,banner institute,1
Vladimir Putin,september 1984,1
Vladimir Putin,jack2005,1
Vladimir Putin,andrew jack,1
Vladimir Putin,date 2005,1
Vladimir Putin,66,1
Vladimir Putin,half year,2
Vladimir Putin,andropov red banner institute,1
Vladimir Putin,german democratic republic,2
Vladimir Putin,1985,2
Vladimir Putin,ref ref putingevorkyan2000,1
Vladimir Putin,andrei kolesnikov title,1
Vladimir Putin,date 2000,1
Vladimir Putin,53,3
Vladimir Putin,andropov red banner institute academy foreign intelligence ref,1
Vladimir Putin,kgb new zealand,1
Vladimir Putin,bob title,2
Vladimir Putin,04 09,2
Vladimir Putin,new zealand,6
Vladimir Putin,sunday,1
Vladimir Putin,2018834000,1
Vladimir Putin,kgb url https www nzherald,1
Vladimir Putin,tt26zj3cgnvkfqnuackrv3g4ju,1
Vladimir Putin,1985 1990,2
Vladimir Putin,east germany,7
Vladimir Putin,2006 10,2
Vladimir Putin,eu,6
Vladimir Putin,germany,5
Vladimir Putin,20090326123503,1
Vladimir Putin,march 2009,1
Vladimir Putin,60,3
Vladimir Putin,d 9781594488429 edition,1
Vladimir Putin,march 2014,12
Vladimir Putin,bob harvey,1
Vladimir Putin,bob,1
Vladimir Putin,1980s,1
Vladimir Putin,wellington,1
Vladimir Putin,1980,4
Vladimir Putin,putin s stasi,1
Vladimir Putin,stasi,1
Vladimir Putin,east german,2
Vladimir Putin,wolf putin s,1
Vladimir Putin,colleague vladimir usoltsev,1
Vladimir Putin,catherine belton,2
Vladimir Putin,330203,1
Vladimir Putin,raf west germany,1
Vladimir Putin,east asia,2
Vladimir Putin,recruit west ref hoffman,1
Vladimir Putin,november 1989,1
Vladimir Putin,kgb villa dresden,1
Vladimir Putin,united germany,1
Vladimir Putin,kgb stasi,1
Vladimir Putin,stasi file file agency,1
Vladimir Putin,december 2014,5
Vladimir Putin,communist,1
Vladimir Putin,kgb soviet army,1
Vladimir Putin,eastern germany,1
Vladimir Putin,early 1990,1
Vladimir Putin,month,1
Vladimir Putin,yuriy molchanov,1
Vladimir Putin,leningrad ref,1
Vladimir Putin,10,6
Vladimir Putin,20 august 1991,1
Vladimir Putin,10 second day,1
Vladimir Putin,mikhail gorbachev,5
Vladimir Putin,10 11,1
Vladimir Putin,david remnick,1
Vladimir Putin,august 2014,7
Vladimir Putin,11,8
Vladimir Putin,1990 1996,1
Vladimir Putin,24 february 2000,1
Vladimir Putin,narusova,1
Vladimir Putin,ksenia,1
Vladimir Putin,putin s mentor ref,1
Vladimir Putin,s,1
Vladimir Putin,mighty mouse,1
Vladimir Putin,1991 1996 1990,1
Vladimir Putin,2018 2021,1
Vladimir Putin,60097866,1
Vladimir Putin,welle date,1
Vladimir Putin,june 1991,1
Vladimir Putin,20070221044544,1
Vladimir Putin,kvs,1
Vladimir Putin,february 2007,5
Vladimir Putin,ref register business venture,1
Vladimir Putin,marina salye,1
Vladimir Putin,93 million,1
Vladimir Putin,1124,2
Vladimir Putin,july 2004,1
Vladimir Putin,14 april 2012,1
Vladimir Putin,20150320150048,1
Vladimir Putin,2003,9
Vladimir Putin,putin s surface,1
Vladimir Putin,belton catherine,1
Vladimir Putin,19 2003,1
Vladimir Putin,20070927010325,1
Vladimir Putin,nl ref ref cite news,1
Vladimir Putin,nick,1
Vladimir Putin,nick paton,1
Vladimir Putin,29,11
Vladimir Putin,february 2004,1
Vladimir Putin,23 2021,1
Vladimir Putin,1994 1996,1
Vladimir Putin,30bio,1
Vladimir Putin,30bio htm,1
Vladimir Putin,1994,2
Vladimir Putin,1995,3
Vladimir Putin,1995 june 1997,1
Vladimir Putin,1999,6
Vladimir Putin,june 1996,1
Vladimir Putin,march 1997,1
Vladimir Putin,100306,1
Vladimir Putin,1998 26 march 1997,1
Vladimir Putin,1998,2
Vladimir Putin,june 1998,1
Vladimir Putin,kudrin successor,1
Vladimir Putin,putin s associates ref,1
Vladimir Putin,vladimir litvinenko putin,1
Vladimir Putin,24 2000,1
Vladimir Putin,20130806204506,1
Vladimir Putin,ref gustafson,1
Vladimir Putin,thane https,1
Vladimir Putin,pa246,1
Vladimir Putin,246,1
Vladimir Putin,harvard university press 2012,1
Vladimir Putin,ref cite magazine,1
Vladimir Putin,london s mysterious mansion,1
Vladimir Putin,01,3
Vladimir Putin,23,9
Vladimir Putin,13 march 2022,2
Vladimir Putin,en ref ref cite news,1
Vladimir Putin,american,6
Vladimir Putin,4,14
Vladimir Putin,putin s rise,1
Vladimir Putin,july,2
Vladimir Putin,putin s appointment commission,1
Vladimir Putin,46,3
Vladimir Putin,2006 11,2
Vladimir Putin,half,2
Vladimir Putin,20081007063156,1
Vladimir Putin,47,1
Vladimir Putin,kgb ref rosefieldehedlund2009,1
Vladimir Putin,21 2017 year 2009,1
Vladimir Putin,putin s cabinet file,1
Vladimir Putin,31 december,2
Vladimir Putin,9 august 1999,1
Vladimir Putin,later day,2
Vladimir Putin,yeltsin ref,1
Vladimir Putin,415278,2
Vladimir Putin,yeltsin s,3
Vladimir Putin,english,8
Vladimir Putin,31 2007 date 9,1
Vladimir Putin,bbc news,27
Vladimir Putin,20150318133356,1
Vladimir Putin,ref yeltsin,1
Vladimir Putin,ref http news,1
Vladimir Putin,bbc,7
Vladimir Putin,10 august 1999,1
Vladimir Putin,16,13
Vladimir Putin,august,4
Vladimir Putin,233,1
Vladimir Putin,84 17,1
Vladimir Putin,422001,1
Vladimir Putin,june 2013,18
Vladimir Putin,226,2
Vladimir Putin,fifth,4
Vladimir Putin,eighteen month,1
Vladimir Putin,boris yeltsin putin,1
Vladimir Putin,presidential administration ref harv,1
Vladimir Putin,ref yeltsin s main,1
Vladimir Putin,2 july 2001,1
Vladimir Putin,20010702200941,1
Vladimir Putin,july 2001,1
Vladimir Putin,3,13
Vladimir Putin,december 1999,1
Vladimir Putin,russian troop chechnya ref cite news,1
Vladimir Putin,article 1093548,1
Vladimir Putin,1763,3
Vladimir Putin,20010219192247,1
Vladimir Putin,gazeta ref ref,1
Vladimir Putin,newizv,2
Vladimir Putin,2004 03,2
Vladimir Putin,lica html,1
Vladimir Putin,22,28
Vladimir Putin,pursue ref,1
Vladimir Putin,20071221162151,1
Vladimir Putin,1690753 1690757,1
Vladimir Putin,year 2007,5
Vladimir Putin,november 2009,1
Vladimir Putin,11232,1
Vladimir Putin,novaya gazeta,1
Vladimir Putin,march 2016,7
Vladimir Putin,10200,1
Vladimir Putin,30 december 2000,1
Vladimir Putin,thousand,3
Vladimir Putin,swiss,1
Vladimir Putin,year 2015,5
Vladimir Putin,february 2001,2
Vladimir Putin,1992,1
Vladimir Putin,june 2000,2
Vladimir Putin,26 march 2000,1
Vladimir Putin,europe 919928,2
Vladimir Putin,november 2020,10
Vladimir Putin,bbc news ref ref cite news,1
Vladimir Putin,michael date,1
Vladimir Putin,new york times url https,7
Vladimir Putin,4331 ref 2000 2004,1
Vladimir Putin,yeltsin 2000,1
Vladimir Putin,finance mikhail,1
Vladimir Putin,5356957672000,1
Vladimir Putin,united press international ref,1
Vladimir Putin,tom brokaw,2
Vladimir Putin,august 2000,1
Vladimir Putin,kursk,3
Vladimir Putin,putin bbc,1
Vladimir Putin,12 august 2001,1
Vladimir Putin,august 2020,6
Vladimir Putin,2000 2004,1
Vladimir Putin,143 150 ref,1
Vladimir Putin,latin america,2
Vladimir Putin,asia africa,1
Vladimir Putin,alex e fern,1
Vladimir Putin,barbara hogenboom,1
Vladimir Putin,october 2002,1
Vladimir Putin,130,1
Vladimir Putin,83,2
Vladimir Putin,russians,51
Vladimir Putin,ref wyatt,1
Vladimir Putin,december 2002,1
Vladimir Putin,30,7
Vladimir Putin,august 2020 ref 2003,1
Vladimir Putin,january 2018,1
Vladimir Putin,bbc news access,3
Vladimir Putin,20070328082726,1
Vladimir Putin,20061121224006,1
Vladimir Putin,cia,4
Vladimir Putin,august 2020 ref 2004 2008,1
Vladimir Putin,day,1
Vladimir Putin,koizumi jacques chirac,1
Vladimir Putin,schr,1
Vladimir Putin,george w bush,6
Vladimir Putin,day 9,1
Vladimir Putin,9 2005,1
Vladimir Putin,douglas url,1
Vladimir Putin,v e day,1
Vladimir Putin,10 2005,1
Vladimir Putin,71,5
Vladimir Putin,4331,1
Vladimir Putin,1 3 september 2004,1
Vladimir Putin,330,1
Vladimir Putin,186,1
Vladimir Putin,https news bbc,1
Vladimir Putin,march 2020,20
Vladimir Putin,10 year,1
Vladimir Putin,25,9
Vladimir Putin,gorbachev,2
Vladimir Putin,december 25 newsid 2542000 2542749,1
Vladimir Putin,bbc news ref,2
Vladimir Putin,2005,8
Vladimir Putin,twentieth century,1
Vladimir Putin,ref putin elaborate,1
Vladimir Putin,martin,1
Vladimir Putin,russian ukraine journal,1
Vladimir Putin,16 september 2015,1
Vladimir Putin,russian ukraine,1
Vladimir Putin,december 2016,3
Vladimir Putin,putin s rule ref cite,1
Vladimir Putin,22106,1
Vladimir Putin,march 2013,1
Vladimir Putin,ref bofit cite journal journal,1
Vladimir Putin,bon0608 pdf title,1
Vladimir Putin,811x,1
Vladimir Putin,20120320025511,2
Vladimir Putin,bon0608 pdf,3
Vladimir Putin,ref bbc demography,2
Vladimir Putin,uk russian,3
Vladimir Putin,bbc russian,1
Vladimir Putin,bbc access,5
Vladimir Putin,november 2015,6
Vladimir Putin,khodorkovsky fraud,1
Vladimir Putin,khodorkovsky s donation liberal,1
Vladimir Putin,7,5
Vladimir Putin,washington,13
Vladimir Putin,70,3
Vladimir Putin,302115,1
Vladimir Putin,february 2008,3
Vladimir Putin,3843,1
Vladimir Putin,8,7
Vladimir Putin,gvosdev200311050739,2
Vladimir Putin,5 november 2003,1
Vladimir Putin,assert,1
Vladimir Putin,baker,1
Vladimir Putin,peter baker,1
Vladimir Putin,9 july 2004,1
Vladimir Putin,july 2014,5
Vladimir Putin,50 nbsp billion,1
Vladimir Putin,50,5
Vladimir Putin,224207121,2
Vladimir Putin,29 july 2014,1
Vladimir Putin,20140730050514,1
Vladimir Putin,30 july 2014,1
Vladimir Putin,uk opinion commentator joan smith joan smith putin,2
Vladimir Putin,419313,2
Vladimir Putin,joan smith,1
Vladimir Putin,20081207030505,1
Vladimir Putin,06,4
Vladimir Putin,09,5
Vladimir Putin,20061010184602,1
Vladimir Putin,kolesnikov,2
Vladimir Putin,527,2
Vladimir Putin,20070930184736,1
Vladimir Putin,bill clinton george h w bush,1
Vladimir Putin,boris yeltsin state,1
Vladimir Putin,april 2007,1
Vladimir Putin,lee steven,1
Vladimir Putin,1331182800,1
Vladimir Putin,2f3ff57730367a82,1
Vladimir Putin,5088,1
Vladimir Putin,kasparov,1
Vladimir Putin,march 2010,2
Vladimir Putin,150,1
Vladimir Putin,garry kasparov,3
Vladimir Putin,november,2
Vladimir Putin,april 2010,1
Vladimir Putin,mikhail fradkov,1
Vladimir Putin,20120917025219,1
Vladimir Putin,december,5
Vladimir Putin,64,1
Vladimir Putin,20120908051006,1
Vladimir Putin,20071204122205,1
Vladimir Putin,december 2007,2
Vladimir Putin,rbc ru,1
Vladimir Putin,20110511161657,1
Vladimir Putin,izvestia ref ref http,1
Vladimir Putin,20110511161622,1
Vladimir Putin,8 2008 day,1
Vladimir Putin,medvedev putin,1
Vladimir Putin,09russia,1
Vladimir Putin,new york times ref,2
Vladimir Putin,1990,2
Vladimir Putin,ref bbc demography united russia,1
Vladimir Putin,congress,4
Vladimir Putin,europe 15045816,1
Vladimir Putin,2011 russian,2
Vladimir Putin,4 december 2011,1
Vladimir Putin,ten thousand,2
Vladimir Putin,december 2011,1
Vladimir Putin,10432,1
Vladimir Putin,140,2
Vladimir Putin,lang ru ref putin,1
Vladimir Putin,united russia party,2
Vladimir Putin,period 2005,1
Vladimir Putin,313,1
Vladimir Putin,5,3
Vladimir Putin,46 48 date june 2014 ref,1
Vladimir Putin,24 september,1
Vladimir Putin,https www telegraph,4
Vladimir Putin,8786314,2
Vladimir Putin,medvedev step,2
Vladimir Putin,daily,10
Vladimir Putin,castle ref cite news,1
Vladimir Putin,december 2020,5
Vladimir Putin,march 2012,3
Vladimir Putin,63,4
Vladimir Putin,vybor2012,1
Vladimir Putin,20120309 590825026,1
Vladimir Putin,ru ref ref cite news url http news bbc,1
Vladimir Putin,100100031793505,1
Vladimir Putin,100100031793509,1
Vladimir Putin,ref opposition,1
Vladimir Putin,russia party fraud ref cite news,1
Vladimir Putin,20120304 171708401,1
Vladimir Putin,james ball,2
Vladimir Putin,april 2016,9
Vladimir Putin,88661,1
Vladimir Putin,21 february,1
Vladimir Putin,miriam eld,1
Vladimir Putin,8 000 20,1
Vladimir Putin,2012 5,1
Vladimir Putin,ref ref russian,1
Vladimir Putin,6 2012,1
Vladimir Putin,eighty,1
Vladimir Putin,450,1
Vladimir Putin,120,1
Vladimir Putin,tom parfitt,1
Vladimir Putin,130 000,1
Vladimir Putin,russian federation civil society,1
Vladimir Putin,europe 17136644,1
Vladimir Putin,february 2012,5
Vladimir Putin,2012 02,2
Vladimir Putin,wall street journal,1
Vladimir Putin,al jazeera,3
Vladimir Putin,obama vladimir putin,1
Vladimir Putin,ireland jpg thumb,1
Vladimir Putin,u s,14
Vladimir Putin,39th g8,1
Vladimir Putin,g8,3
Vladimir Putin,17 june 2013,1
Vladimir Putin,january 2014 ref day,1
Vladimir Putin,european union,4
Vladimir Putin,20130513181423,1
Vladimir Putin,13 2013,1
Vladimir Putin,2012 2013,1
Vladimir Putin,6 april 2012,1
Vladimir Putin,spiegel ref ref cite news,1
Vladimir Putin,idusbre90o0qt20130125,1
Vladimir Putin,25 january 2013,1
Vladimir Putin,date 25,1
Vladimir Putin,bbc lgbt,1
Vladimir Putin,06 130611,2
Vladimir Putin,bbc russia,1
Vladimir Putin,20140301045821,1
Vladimir Putin,1 archive,1
Vladimir Putin,rbc lgbt,1
Vladimir Putin,20130611172814,2
Vladimir Putin,date 11,2
Vladimir Putin,20131003040126,1
Vladimir Putin,2014 winter,1
Vladimir Putin,uk news world,6
Vladimir Putin,9070363,1
Vladimir Putin,january 2014,1
Vladimir Putin,february 2014,2
Vladimir Putin,uk ukraine news putin,2
Vladimir Putin,20130915102802,1
Vladimir Putin,theaustralian,1
Vladimir Putin,1226076653930,1
Vladimir Putin,australian,5
Vladimir Putin,steve rosenberg,2
Vladimir Putin,europe 22879644,1
Vladimir Putin,asia europe,1
Vladimir Putin,october 2014,5
Vladimir Putin,ukrainian,5
Vladimir Putin,french,7
Vladimir Putin,17 october 2014,2
Vladimir Putin,sevastopol 2014,1
Vladimir Putin,crimean,1
Vladimir Putin,russian federation ref maskarovka,1
Vladimir Putin,11 april 2015,1
Vladimir Putin,b3300a54,1
Vladimir Putin,11e3,2
Vladimir Putin,bf7a,1
Vladimir Putin,putin s remark,1
Vladimir Putin,14 september 2014,1
Vladimir Putin,17 april 2014,1
Vladimir Putin,20796,1
Vladimir Putin,20 april 2014,1
Vladimir Putin,web date,2
Vladimir Putin,8 april 2015,1
Vladimir Putin,1065276,1
Vladimir Putin,october 2020,5
Vladimir Putin,ref russian military vehicle cross,1
Vladimir Putin,time0x01,1
Vladimir Putin,3142580,1
Vladimir Putin,june 16 sept 19,2
Vladimir Putin,365795,1
Vladimir Putin,post date 25 september 2014,1
Vladimir Putin,march 2015,3
Vladimir Putin,iduskcn0ic1ge20141023,1
Vladimir Putin,ukrainian authority,1
Vladimir Putin,early september,1
Vladimir Putin,ch40x02,1
Vladimir Putin,september 2014,2
Vladimir Putin,luke harding,1
Vladimir Putin,december 2014 ref,1
Vladimir Putin,november 2014,11
Vladimir Putin,eastern ukraine ref cite news url,1
Vladimir Putin,123248755,2
Vladimir Putin,agence france presse access date,1
Vladimir Putin,20141114002830,1
Vladimir Putin,80,1
Vladimir Putin,control area ref reuters,1
Vladimir Putin,reuter ref osce,1
Vladimir Putin,insignia ref osce,1
Vladimir Putin,126483,1
Vladimir Putin,200,2
Vladimir Putin,bbc uk,1
Vladimir Putin,november 2014 ref,1
Vladimir Putin,early august 2015,1
Vladimir Putin,21,10
Vladimir Putin,20150806 1166231249,1
Vladimir Putin,506979,1
Vladimir Putin,12 september 2014,1
Vladimir Putin,russian separatist force ref,1
Vladimir Putin,martin sajdik,1
Vladimir Putin,apakan html,2
Vladimir Putin,u s mission,1
Vladimir Putin,20151222145845,1
Vladimir Putin,october 2015,6
Vladimir Putin,recent week,1
Vladimir Putin,al assad ref,1
Vladimir Putin,u s army s,1
Vladimir Putin,december 2015,1
Vladimir Putin,2015,18
Vladimir Putin,17 december 2015,1
Vladimir Putin,accord,2
Vladimir Putin,andrei,1
Vladimir Putin,18 2014,1
Vladimir Putin,14 october 2020,2
Vladimir Putin,moscow times ref ref,1
Vladimir Putin,april 2014,7
Vladimir Putin,ref cite journal,1
Vladimir Putin,july 2015,3
Vladimir Putin,vladimir putin s,9
Vladimir Putin,31,3
Vladimir Putin,279 303,1
Vladimir Putin,10 1080 1060586x 2015,1
Vladimir Putin,s2cid 154892438,1
Vladimir Putin,586x,2
Vladimir Putin,syrian civil war russian involvement syrian civil war,1
Vladimir Putin,new york city,3
Vladimir Putin,29 september 2015,1
Vladimir Putin,20150930,1
Vladimir Putin,u s concern target,1
Vladimir Putin,7 october 2015,1
Vladimir Putin,nabih bulos ref russian military,1
Vladimir Putin,islamic,1
Vladimir Putin,iraq,3
Vladimir Putin,isil al,1
Vladimir Putin,al qaeda,1
Vladimir Putin,al sham ahrar al sham army conquest,1
Vladimir Putin,u s news world,1
Vladimir Putin,20151009151540,1
Vladimir Putin,middle east,1
Vladimir Putin,ref putin s,5
Vladimir Putin,14 mar 2016,1
Vladimir Putin,world middle east,1
Vladimir Putin,bbc world service,1
Vladimir Putin,ref russian,3
Vladimir Putin,html,3
Vladimir Putin,russia united states,2
Vladimir Putin,january 2017,4
Vladimir Putin,u s intelligence community,1
Vladimir Putin,hillary clinton,9
Vladimir Putin,donald trump,10
Vladimir Putin,january 2016,4
Vladimir Putin,clinton,1
Vladimir Putin,trump ref,1
Vladimir Putin,u s election ref,1
Vladimir Putin,2018 02,1
Vladimir Putin,february 2018,2
Vladimir Putin,angelo,1
Vladimir Putin,6 april 2018,1
Vladimir Putin,ref ref cite news url https,2
Vladimir Putin,hack report,1
Vladimir Putin,u s election report,1
Vladimir Putin,6 january 2017,1
Vladimir Putin,2016 12,1
Vladimir Putin,11e6,1
Vladimir Putin,democratic party,1
Vladimir Putin,july 2017,7
Vladimir Putin,friday,1
Vladimir Putin,annual,4
Vladimir Putin,u s presidential,1
Vladimir Putin,democrats,1
Vladimir Putin,nearly 1 400,1
Vladimir Putin,nearly hour,1
Vladimir Putin,march 2017,2
Vladimir Putin,june 2017,5
Vladimir Putin,1496416198,1
Vladimir Putin,u s election,3
Vladimir Putin,date 2 june 2017,1
Vladimir Putin,ref ref cite news,4
Vladimir Putin,2017 06 04,1
Vladimir Putin,497c,1
Vladimir Putin,washington post date 4,1
Vladimir Putin,kennedy s,1
Vladimir Putin,arrange united states,1
Vladimir Putin,003528480,1
Vladimir Putin,kelly drill,1
Vladimir Putin,united states,8
Vladimir Putin,cnn,7
Vladimir Putin,saturday,1
